actor,blurb,country,director,id,images,lang,name,player_list,remarks,score,type,update,year
,男主角夏目贵志生来拥有强大的灵力，能感知平常人所无法接触的妖怪神明的存在。因其父母双亡，多年间辗转于互相推卸责任的亲戚之间，同时被其能力影响，受到同龄人的欺负，未曾与任何人深交，造成性格一定程度上的孤僻。本性和善，宽厚，踏实，对于自己经历的不幸，无论人类还是妖怪都未曾怨恨过。被善良的藤原夫妇收养后踏入高中。一次被妖怪追赶的时候打破了一只强大妖怪“斑”的封印，继而牵涉到夏目贵志的祖母夏目玲子的遗物“友人帐”——一本记录着众多妖怪名字的契约书。对友人帐产生兴趣的“斑”与贵志定下约定，自己作为保镖保护其一生以替,日本,大森贵弘,201,http://tva1.sinaimg.cn/large/0085VwIlgy1gsimkxk435j60cg0io3zv02.jpg,日语,夏目友人帐 第一季,"[{'name': '主线路', 'url': '第01集$omofun-097b986c4d4aa32a#第02集$omofun-b82efff08abad313#第03集$omofun-a34edfe4dde17987#第04集$omofun-69f320a15c1df6fd#第05集$omofun-81e9d292efb3b614#第06集$omofun-a1677695ec0834b3#第07集$omofun-c6cf19e12d33e07e#第08集$omofun-549790876c3791e0#第09集$omofun-2bb16d84104d592e#第10集$omofun-2c9dda816f341657#第11集$omofun-0278b66090f5bce1#第12集$omofun-a1650e5ca7effee3#第13集$omofun-499e86f1279139a6'}]",,4.0,"奇幻,搞笑,治愈,动漫,日漫",2022-01-22 20:08:35,2016
,因为看得见妖怪而被人类疏远的女子夏目玲子，为了打发寂寞的日子，她向妖怪们发起挑战，并将败在自己手下的妖怪的名字写在一纸契约上，以此做为妖怪们成为自己属下的证据。 玲子的孙子夏目贵志得到了那些契约书所做成的“友人帐”，还继承了玲子的力量，能看到不会显现在人前的物体。而且也和玲子一样成为了被周围人疏远的一员。 可是，作为唯一继续了玲子血统的他却做出了一个重要的决定：将玲子夺过来的姓怪们的名字一一归还。在这样的夏目的身边，开始聚集起各种各样的妖怪们。 能看到妖怪的少年夏目贵志，与招财猫外表的妖怪喵先生一起，讲述,日本,大森贵弘,200,http://tva1.sinaimg.cn/large/0085VwIlgy1gsimr0g0o6j60kd0rs77302.jpg,日语,夏目友人帐 第二季,"[{'name': '主线路', 'url': '第01集$omofun-5a9f97f2542c6f35#第02集$omofun-a859926ce90b66b4#第03集$omofun-d3609e5e4445f2a3#第04集$omofun-8406884eb1409ee2#第05集$omofun-c762d8017219663f#第06集$omofun-d536cc97a2ac5ea3#第07集$omofun-fbf3fd756d451754#第08集$omofun-3f005000329dd4ba#第09集$omofun-572387bf43013d35#第10集$omofun-a8067737109ab153#第11集$omofun-0b466a732f948740#第12集$omofun-e14bf8846cd6e707#第13集$omofun-84dad463ce501a29'}]",,3.0,"奇幻,搞笑,治愈,动漫,日漫",2022-01-22 20:08:30,2016
,东京的某私立大学的法学院的入学生多田万里在前往新生入学说明会的路上迷了路，遇上同样迷路的柳泽光央，二人成为了朋友。之后在要前往新生入学说明会的路上遇上了一位手持大束玫瑰的美女。她用手上的玫瑰花打了万里与光央的脸，并将花束丢给光央，告诉他“恭喜入学”就离开了。原来她是光央的青梅竹马?加贺香子，并且与光央有婚约（香子单方面决定）。但光央却很讨厌香子，为了逃脱她悄悄地在香子不知道的情况下去报考大学。事后被香子查觉，并报考与光央同所大学的法学系。而这也成了万里与香子认识的契机……,日本,今千秋,693,http://tva1.sinaimg.cn/large/0085VwIlgy1gs8977ndfaj60dv0k5gny02.jpg,日语,青春纪行,"[{'name': '主线路', 'url': '第01集$omofun-4f74759b2b034b42#第02集$omofun-a6ff1013cf6c3b36#第03集$omofun-b4c903e38b8e33c9#第04集$omofun-04fd2cfefad97892#第05集$omofun-5be558c3c3e0f638#第06集$omofun-75752abae976fe6a#第07集$omofun-e41d4265cedf7bfc#第08集$omofun-a6ab98c6c4c81517#第09集$omofun-ab179d8784a14c8d#第10集$omofun-96fd4d2807ff573b#第11集$omofun-cdc794a0a45a611d#第12集$omofun-20306fc24cf5dccf#第13集$omofun-9f693deb707ce36b#第14集$omofun-ee1d57c4edb140e6#第15集$omofun-9d7728f97ab8cb0b#第16集$omofun-25266044237f6374#第17集$omofun-e36ab1b5e06c15cf#第18集$omofun-da8b87d2ed666f20#第19集$omofun-cc0f9c113c4ef176#第20集$omofun-65e976dc6e33cd1b#第21集$omofun-b921b1dcdba4f409#第22集$omofun-676bd404f112a392'}]",,6.0,"校园,恋爱,动漫,日漫",2022-01-22 20:10:27,2013
,夏目贵志在祖母玲子去世后，继承了玲子的妖力，常常被和祖母在世时结怨的妖怪追赶。在逃跑中却偶然解开了被封印在招财猫中的高级妖怪——斑，斑为了在夏目死后得到友人帐，决定当他的保镖。夏目为了摆脱妖怪的追赶，决定归还名字，于是开始了和猫咪老师共同居住的生活。,日本,大森贵弘,199,http://tva1.sinaimg.cn/large/0085VwIlgy1gsimvzqpi1j60hs0qojtg02.jpg,日语,夏目友人帐 第三季,"[{'name': '主线路', 'url': '第01集$omofun-43519a6a6951a097#第02集$omofun-8c04ef6c99cec3de#第03集$omofun-4b944957c3020b55#第04集$omofun-b0171d02347304a7#第05集$omofun-65bc11eddc54ebe6#第06集$omofun-2c526c878fc2f8d3#第07集$omofun-5586ea5675a49ee9#第08集$omofun-2d1820893989e28f#第09集$omofun-807d31b506f90f5f#第10集$omofun-f31b84ef7e473b34#第11集$omofun-05f5898beb9c9eaa#第12集$omofun-9688945d616a57f2#第13集$omofun-dbeb8bb10ba03494'}]",,7.0,"奇幻,治愈,恋爱,动漫,日漫",2022-01-22 20:08:30,2016
,从小就能看见妖怪的夏目贵志，透过在神社里遇见的妖怪“斑”，得知当年夏目的外婆铃子总是在打倒妖怪后，将他们的名字写进一本“友人帐”里，作为妖怪臣服于她的证明。从那之后，许多想要得到友人帐或夺回自己名字的妖怪们，便以夏目为目标。而猫咪老师为了得到友人帐而与夏目约定成为他的保镖，如果夏目死了，友人帐就归它所有。自此夏目与猫咪老师踏上归还妖怪名字的漫长道路。,日本,大森贵弘,198,http://tva1.sinaimg.cn/large/0085VwIlgy1gsimys9qphj60tf15odl002.jpg,日语,夏目友人帐 第四季,"[{'name': '主线路', 'url': '第01集$omofun-72aa9c154630bc1d#第02集$omofun-901f39e04910eca4#第03集$omofun-e86c1b59800df038#第04集$omofun-b6e646261204c663#第05集$omofun-c0d0428c596dc7f4#第06集$omofun-f67be60686669244#第07集$omofun-60786291bbfae3c9#第08集$omofun-74ce0a8d14207376#第09集$omofun-3a1c2e7bded871b8#第10集$omofun-ef85f972c6f16a21#第11集$omofun-829a25805e8cd9f7#第12集$omofun-33db8be4fcd73d6f#第13集$omofun-0419be16a3fa8dc9'}]",,1.0,"奇幻,治愈,恋爱,动漫,日漫",2022-01-22 20:08:30,2016
,生活在某个住宅区中的仲野一家，为拥有七人规模的大家庭。由于父母亲经常不在家的关系，所以总是由晴辉、梦月、弥生、羽月及咲月这1男4女的孩子们一同生活。而身任长男的晴辉总是要应付个性大不相同的4位姐妹，虽然偶尔会惹她们生气或被当成玩具一般的对待，却无法抹灭他们温馨的家族情感……,日本,木村寛,168,http://TVA1.sinaimg.cn/large/0085VwIlgy1gsgacs4jrfj60hs0qowk002.jpg,日语,群居姐妹,"[{'name': '主线路', 'url': '第01集$omofun-ab94b9a755bd694d#第02集$omofun-ca24b0cc88c3effd#第03集$omofun-ccff224495320d55#第04集$omofun-a61977239a0f3263#第05集$omofun-f4a6d97db22503eb#第06集$omofun-86a9bf7e46ef7a45#第07集$omofun-ac95d304d035e6da#第08集$omofun-811c957d72ed3a66#第09集$omofun-fd3748c14bc78f5f#第10集$omofun-ebe0f82dab662504#第11集$omofun-f9ee253be12acc2a#第12集$omofun-0f661a8a1760fa82#第13集$omofun-753ada63ff5b4a3c'}]",,1.0,"搞笑,恋爱,治愈,动漫,日漫",2022-01-22 20:08:25,2015
,从小便能看见妖怪的少年——夏目贵志。自从他从祖母玲子那里继承了与妖怪成为主从，并将其名字书写在上的契约书“友人帐”以来，便与自称为保镖的妖怪猫咪老师一同，开始了将名字返还给妖怪的每一天。夏目与各种各样的妖怪与善良人们相遇，在构筑温暖的场所同时，也反复寄托着想要守护重要之物的想法。,日本,大森贵弘,197,http://tva1.sinaimg.cn/large/0085VwIlgy1gsin3yudobj60hs0p643p02.jpg,日语,夏目友人帐 第五季,"[{'name': '主线路', 'url': '第01集$omofun-37a88d43943c439a#第02集$omofun-d73b8ef255a174d3#第03集$omofun-2feb2c51c5f77b14#第04集$omofun-7c5a2c202e5d53c1#第05集$omofun-2ed5a41e7b56cf83#第06集$omofun-c9dfd0f6eeb05db2#第07集$omofun-bb66fa85449bc77a#第08集$omofun-1414f877fc9a333d#第09集$omofun-b3d018a074e68f83#第10集$omofun-739c77809ec25d1b#第11集$omofun-092c8aec564657a3'}]",,3.0,"奇幻,治愈,恋爱,动漫,日漫",2022-01-22 20:08:30,2016
,《夏目友人帐陆》主要讲述了能看见妖怪的夏目贵志，某天在祖母的遗物中发现了“友人帐”，而“友人帐”是他的祖母玲子打败妖怪并夺走其名字后订立服从的契约书。之后，决定将友人帐上的名字一一还给被打败的妖怪的贵志，与对友人帐感兴趣的妖怪猫咪老师开始了返还名字给妖怪们的生活。,日本,大森贵弘,308,http://TVA1.sinaimg.cn/large/0085VwIlgy1gsndnv614fj60p70zk15e02.jpg,日语,夏目友人帐 第六季,"[{'name': '主线路', 'url': '第01集$omofun-e7696e0ff29f3625#第02集$omofun-38196bf8986a9a41#第03集$omofun-8f68701ce9954a9a#第04集$omofun-d74a3e19553b5971#第05集$omofun-158327dce8a045e5#第06集$omofun-d4d78d62790fe919#第07集$omofun-5e62b208fe672c88#第08集$omofun-62928c3dc66b8b86#第09集$omofun-9357be7870a1c24a#第10集$omofun-f0712e70ea37ce65#第11集$omofun-a739e5d8499317a6'}]",,9.0,"奇幻,治愈,动漫,日漫",2022-01-22 20:09:01,2017
,故事发生在东京大地震十年后。平凡的中学生五十岚丸太（朴璐美 配音）像之前一样每天上学放学，过着普通但幸福的生活，直到某一天，神秘的男子突降学校，把除丸太外的其他同学全部都杀掉了。目睹整个过程的丸太深受刺激，而等待他的却是更加残酷的现实。丸太被冠上了莫须有的罪名，进而被送往了号称“亡灵幻境”的死囚监狱。这个完全民营化的监狱还作为乐园让人参观，但乐园的真实身份却是为了筹集金钱，把死囚作为物品般研究和令其互相厮杀的不人道场所。丸太能在这样的世界生存下去吗，而在这里他又邂逅了曾经的青梅竹马小白（花泽香菜 配音）…,日本,,1152,https://tva4.sinaimg.cn/orj360/00858VDpgy1gzmn7vgs8zj30cg0iogmk.jpg,,死囚乐园,"[{'name': '主线路', 'url': '第01集$omofun-d53f56115fdd1ed1#第02集$omofun-0026de937f903212#第03集$omofun-cb89a667c82edb5e#第04集$omofun-e4754caed691dde7#第05集$omofun-a624f7afeea20160#第06集$omofun-a5255e98511b92e9#第07集$omofun-6f5c58f27dfd498c#第08集$omofun-1c62c71bac5be21f#第09集$omofun-c82bdaa4139ba0cb#第10集$omofun-fd93d0576d70a8f7#第11集$omofun-fc2ec3a9f2a88b32#第12集$omofun-530cadbbc066ea94'}]",,8.0,科幻 / 动画 / 惊悚 / 恐怖 / 犯罪,2022-02-22 22:12:37,2011
,以“推销员丧黑福造在世间帮助现代人们实现各种各样的小小的愿望，但如果他们违约或者不听劝告，则要接受相应的惩罚”为单元剧题材展开的作品。本质不是单纯的黑色笑话，而是兼备寓言性质的小故事。此外，作品中讽刺人类本质愚蠢、软弱的人性特点的故事较多。,日本,,1898,https://tva4.sinaimg.cn/mw690/0082dDRogy1h2zyws7dyaj30hs0qodhm.jpg,日语,黑色推销员NEW,"[{'name': '主线路', 'url': '第01集$omofun-4e865d0c71cafe0c#第02集$omofun-b2f5bcf02d4b78a2#第03集$omofun-8848fef6e18b8f27#第04集$omofun-3a8712a3d71c93d9#第05集$omofun-21c8cf4b5670b5d4#第06集$omofun-fa14e031cf89f710#第07集$omofun-013f31e29a89c321#第08集$omofun-3a0327ae23a798b6#第09集$omofun-868197621ee27907#第10集$omofun-3d7546635a0c3e8e#第11集$omofun-339cb60004776c74#第12集$omofun-56597b97b6e309e9'}]",,7.0,剧情 / 动画 / 悬疑,2022-06-07 20:48:46,2017
,本作的故事主要围绕追逐梦想的五名女生——宫森葵、安原绘麻、坂木静香、藤堂美沙、今井绿展开，是一部描写以白箱的完成为目标而奋斗的她们，每天遇到的麻烦以及策划工作时碰到的纠葛与挫折，还有制作组在制作作品时的团结和冲突的动画业界的日常的群像剧作品。,日本,水岛努,103,http://tva1.sinaimg.cn/large/0085VwIlgy1gsaza83uibj60go0nk41g02.jpg,日语,白箱,"[{'name': '主线路', 'url': '第01集$omofun-2ee460f31d1e24ac#第02集$omofun-c93a38c0700ee1b8#第03集$omofun-96b0ee3d77dd2319#第04集$omofun-e9e09965032afd1d#第05集$omofun-435d2f15da79cd47#第06集$omofun-d1cd958dccd4e1f6#第07集$omofun-0a873b6f0468b762#第08集$omofun-488ca769e3aca3b7#第09集$omofun-434205653ba32ea2#第10集$omofun-d844c60c7fe958be#第11集$omofun-adbf837d3d2f9eff#第12集$omofun-9cf4de5caa832b7b#第13集$omofun-18ddb7a1f945cd10#第14集$omofun-52ee13f2fadb7b76#第15集$omofun-9a0e4daf412acb75#第16集$omofun-04758010cc4fc87e#第17集$omofun-16f758011abf31f8#第18集$omofun-073e630963f08edb#第19集$omofun-e62382e10be78554#第20集$omofun-08665a807f749702#第21集$omofun-eaf35e24c73476be#第22集$omofun-e13eb9e8a5e724ac#第23集$omofun-cb906b9cdd0b0c85#第24集$omofun-042359ffa350e00c'}]",,1.0,"热血,催泪,动漫,日漫",2022-01-22 20:08:12,2014
,经由全裸的女神大人之手，没有女人缘的大叔和他的帅气亲友一起进行了异世界转移！ 但是没想到女神大人却恶作剧一般的将他转移后的肉体变成了绝世的美少女！？ 于是为了取回男儿之身，他与亲友一同踏上了打倒魔王的旅程——！！ 由「变成了美少女的大叔」和「帅气大叔」为您带来的，充满了狂气的异世界冒险恋爱喜剧开幕了！！,日本,,958,https://tva3.sinaimg.cn/mw2000/00858VDpgy1h0bo1kt19aj31wx2pgx6q.jpg,日语,与变成了异世界美少女的大叔一起冒险,"[{'name': '主线路', 'url': '第01集$omofun-d7c9bcb1bed6f0a7#第02集$omofun-4b04bd621644e938#第03集$omofun-57bf8fdee7b79d8f#第04集$omofun-1a132c29b4937406#第05集$omofun-a3e880788ca8e47b#第06集$omofun-20f2e342ac8d6946#第07集$omofun-afbd17a0aaa941cd#第08集$omofun-ded39e4db0999031#第09集$omofun-3572f083a7be8366#第10集$omofun-a4cbbb16d6938b1e#第11集$omofun-e24e8ebb7d727794#第12集$omofun-d1569c87527ac613'}]",,6.4,"搞笑,奇幻,冒险,动漫,日漫",2022-01-22 20:11:32,2022
,时间为2138年。曾卷起一大风潮的虚拟现实体感型网络游戏《YGGDRASIL》即将迎来停服。玩家飞鼠在曾经以同伴和荣华自傲的根据地纳萨力克地下大坟墓，独自一人安静等待着那一刻。 但是，不料发生了“过了结束时间却还没有登出”的异常事态。NPC们开始以自己的意志行动，不止如此，纳萨力克之外展开了从未见过的异世界。飞鼠为了寻找过去的同伴，以公会名安兹·乌尔·恭自称，决定在异世界扬名立万。 一直以来安兹都是为了避免着无意义的纠纷而选择了不显眼的行动方式，而现在终于要为了显示那超越者般的力量而登上舞台正面了。 “喝,日本,伊藤尚往,447,http://tva1.sinaimg.cn/large/0085VwIlgy1gsqsc97oqdj60sf0zkduu02.jpg,日语,不死者之王 第三季,"[{'name': '主线路', 'url': '第01集$omofun-db4568e744c8e124#第02集$omofun-f7eaf20500dc18c2#第03集$omofun-a71324502a21eb35#第04集$omofun-be54ea74b2ee3582#第05集$omofun-15786a2c5d13729f#第06集$omofun-4ee45b740dded882#第07集$omofun-f5ffde55f613ba71#第08集$omofun-e150d0ae7f051abf#第09集$omofun-a0e7f12f49d5e07b#第10集$omofun-ab8976f72810981d#第11集$omofun-328765472abc074b#第12集$omofun-9d006f97ac01884d#第13集$omofun-9ac1673240af7e13'}]",,3.0,"战斗,冒险,魔法,奇幻,动漫,日漫",2022-01-22 20:09:34,2018
,电视动画片《Fairy兰丸～让我来帮助你的心～》是由STUDIO COMET负责制作的作品，2021年4月放送开始。 原创动画《Fairy兰丸》公开的主宣图与PV。在这次的PV中，伴随着5位主人公组成的组合5 to HEAVEN演唱的OP主题曲，收录了5人的变身等的场景。,日本,菱田正和,666,http://tva1.sinaimg.cn/large/0085VwIlgy1gt9dmmwcy2j60go0nl40u02.jpg,日语,Fairy兰丸～让我来帮助你的心～,"[{'name': '临时线路', 'url': '第01集$https://sf1-ttcdn-tos.pstatp.com/obj/tos-cn-v-0004/223c52bd783b470c8a7480efd799aa51?partNumber#第02集$https://sf1-ttcdn-tos.pstatp.com/obj/tos-cn-v-0004/5604d117d78f4da983abba9a145f004a?partNumber#第03集$https://sf1-ttcdn-tos.pstatp.com/obj/tos-cn-v-0004/59326b28545c410598205564c5c40cca?partNumber#第04集$https://sf1-ttcdn-tos.pstatp.com/obj/tos-cn-v-0004/a27a5bfd64b9440b9dc9271baf5396e8?partNumber#第05集$https://1251316161.vod2.myqcloud.com/007a649dvodcq1251316161/249bb0ef5285890818045527274/AE0mJ7KoevwA.mp4#第06集$https://sf1-ttcdn-tos.pstatp.com/obj/tos-cn-v-0004/8cb395e1992a48d8a9d6e76767019058?partNumber#第07集$https://sf1-ttcdn-tos.pstatp.com/obj/tos-cn-v-0004/23ffffea92fd47cda3796f5b31d3e9d8#第08集$https://sf1-ttcdn-tos.pstatp.com/obj/tos-cn-v-0004/3fec7e41b9924f6ebbfcd0a897228050?partNumber#第09集$https://sf1-ttcdn-tos.pstatp.com/obj/tos-cn-v-0004/90df9d9d601d4a8f80ed913661cfb60b?partNumber#第10集$https://sf1-ttcdn-tos.pstatp.com/obj/tos-cn-v-0004/d3d2e8a2bbb4491c8f7fb7d640a4a6c4?partNumber#第11集$https://sf1-ttcdn-tos.pstatp.com/obj/tos-cn-v-0004/16c4d068823a418d981eb700f029fb3e?partNumber#第12集$https://sf1-ttcdn-tos.pstatp.com/obj/tos-cn-v-0004/e45ba55ed1a64eb8b039d96d0fdf5b47?partNumber'}]",,5.0,"音乐,动漫,日漫",2022-01-22 20:10:22,2021
,在基于兴趣而参加的可疑巴士旅行当中会合的30名年轻男女。旅行的目的地是名为纳鸣村的、无从确定其存在的幻影之村。在“纳鸣村”能够不受现世的羁绊束缚，如同乌托邦一般地生活……他们低语着，这如同都市传说般的话语。对现实的世界绝望了，想要逃离无聊的日常，想要让人生重来。 载着怀抱各自的思绪及心中伤痛的30人，巴士驶向大山深处。之后，30人所到达的地方是，早已腐朽、毫无生活气息的无人集落。 30人到达的“纳鸣村”的真相究竟是？,日本,水岛努,237,http://tva1.sinaimg.cn/large/0085VwIlgy1gsj48g33jlj615s1p47wh02.jpg,日语,迷家,"[{'name': '主线路', 'url': '第01集$omofun-60249970ad5192dc#第02集$https://yuncache.52e.cc/resources/omofun/20220401/bc7790845376dd41d9c50cb218f6e01067821544.m3u8#第03集$omofun-b5470f46d11b92a4#第04集$omofun-f6ad289ad6f2e8f0#第05集$omofun-0e631d49ac97e666#第06集$omofun-9a0fbe30a78a3fb3#第07集$omofun-b6ac56b4b38384b3#第08集$omofun-5b71a4026470c998#第09集$omofun-81c0d21a39357cc7#第10集$omofun-6c9d65f7959af547#第11集$omofun-5afb75e77baba419#第12集$omofun-1c7bc0cea7527e82'}]",,8.0,"冒险,动漫,日漫",2022-01-22 20:08:41,2016
,故事主要讲述了主人公春日新的日常生活，随着名为“崩坏现象”的奇妙事件的发生，与表妹春日圣一同消失在了异界之中。为了拯救因“崩坏现象”而消失的表妹，新进入了王立比布利亚学园就读。然而意想不到的是，在那里等待他的是巨乳、双马尾、戴眼镜等各具魅力的七名美少女魔道士“TRINITY SEVEN”。就这样，有时严肃的魔法学园爱情喜剧正式拉开帷幕。,日本,锦织博,89,http://tva1.sinaimg.cn/large/0085VwIlgy1gsal533vjsj60dw0jqwh702.jpg,日语,七人魔法使,"[{'name': '主线路', 'url': '第01集$omofun-92ed965dd4d21bb8#第02集$omofun-96b0cc2a6218fabd#第03集$omofun-dae5041ad3a5d480#第04集$omofun-dec48e7ed0b06db2#第05集$omofun-f9120db0a48a420a#第06集$omofun-589be9c769aec59e#第07集$omofun-8a0d3d3fece80796#第08集$omofun-df789567005863a7#第09集$omofun-2568a23c307785ff#第10集$omofun-27f172f9e8267f8d#第11集$omofun-4b9ef0a629f16f59#第12集$omofun-f32c550efb82242a'}]",,5.0,"战斗,搞笑,奇幻,冒险,校园,恋爱,动漫,日漫",2022-01-22 20:08:06,2014
,学习方面还行，也有朋友。虽然的确是有一点被上天所眷顾着，但还是个普通男子高中生的加贺谷修一，有着可以变身为怪物这一秘密。并不是那种被世间所惧怕的怪物……而是布偶怪物。他曾经所爱的平稳日常，某一天突然被夺走了。 这是一个，稍微有点H却充满着危险气息的Boy meets Girl物语。,日本,米田和弘,591,http://tva1.sinaimg.cn/large/0085VwIlgy1gt835sv240j60ci0httai02.jpg,日语,格莱普尼尔,"[{'name': '主线路', 'url': '第01集$omofun-686cd76a3824447c#第02集$omofun-a8b90d5186d93b6a#第03集$omofun-d2dc491b924cf765#第04集$omofun-9ab1e9987f3f978d#第05集$omofun-58c62979b58940a9#第06集$omofun-26b990a54162d840#第07集$omofun-288e65cde126d699#第08集$omofun-209c29f4abd87338#第09集$omofun-3d25c80d7add7c87#第10集$omofun-3f76edc77156723a#第11集$omofun-b910823db4f3c004#第12集$omofun-bdc51b9034e487d1#第13集$omofun-94436ae4f8cc9719'}]",,7.0,"奇幻,战斗,恋爱,动漫,日漫",2022-01-22 20:10:05,2020
