actor,blurb,country,director,id,images,lang,name,player_list,remarks,score,type,update,year
,数千年后的未来，进入宇宙空间的人类，被分为银河帝国与自由行星同盟这两个拥有“专制政治”与“民主主义”两种不同政治体制的国家。两国之间的抗争持续了150年，以无边无际的广袤银河为舞台，重复着无止境的战斗银河帝国的门阀贵族社会的腐败，以及自由行星同盟可称为民主主义的弊端的群愚政治侵蚀着两个国家。之后，宇宙历8世纪末，两位天才的登场驱动了历史。“常胜的天才”莱因哈特·冯·罗严克拉姆，以及人称“不败的魔术师”的杨威利。两人率领着帝国军与同盟军，展开了不知道是第几次的冲突。,日本,多田俊介,739,http://TVA1.sinaimg.cn/large/0085VwIlgy1gsqwgk8ohtj60m80wlae902.jpg,日语,银河英雄传说 Die Neue These 邂逅,"[{'name': '临时线路', 'url': '第01集$https://omofun-oss.mikmh.com/dm/0016/01.m3u8#第02集$https://omofun-oss.mikmh.com/dm/0016/02.m3u8#第03集$https://omofun-oss.mikmh.com/dm/0016/03.m3u8#第04集$https://omofun-oss.mikmh.com/dm/0016/04.m3u8#第05集$https://omofun-oss.mikmh.com/dm/0016/05.m3u8#第06集$https://omofun-oss.mikmh.com/dm/0016/06.m3u8#第07集$https://omofun-oss.mikmh.com/dm/0016/07.m3u8#第08集$https://omofun-oss.mikmh.com/dm/0016/08.m3u8#第09集$https://omofun-oss.mikmh.com/dm/0016/09.m3u8#第10集$https://omofun-oss.mikmh.com/dm/0016/10.m3u8#第11集$https://omofun-oss.mikmh.com/dm/0016/11.m3u8#第12集$https://omofun-oss.mikmh.com/dm/0016/12.m3u8'}]",,2.0,"科幻,战斗,动漫,日漫",2022-01-22 20:10:38,2018
,热爱音乐却遭遇不幸毁容的少年，生活所困只能偷偷为五音不全的偶像派明星做代唱，然而他代唱的事实被一个神秘人物发现，故事就此展开……,日本,于地纮仁,731,http://tva1.sinaimg.cn/large/0085VwIlgy1gspm4vyqzjj60hs0p4acu02.jpg,日语,狐狸之声,"[{'name': '临时线路', 'url': 'https://omofun-oss.mikmh.com/dm/0025/01.m3u8#https://omofun-oss.mikmh.com/dm/0025/02.m3u8#https://omofun-oss.mikmh.com/dm/0025/03.m3u8#https://omofun-oss.mikmh.com/dm/0025/04.m3u8#https://omofun-oss.mikmh.com/dm/0025/05.m3u8#https://omofun-oss.mikmh.com/dm/0025/06.m3u8#https://omofun-oss.mikmh.com/dm/0025/07.m3u8#https://omofun-oss.mikmh.com/dm/0025/08.m3u8#https://omofun-oss.mikmh.com/dm/0025/09.m3u8#https://omofun-oss.mikmh.com/dm/0025/10.m3u8#https://omofun-oss.mikmh.com/dm/0025/11.m3u8#https://omofun-oss.mikmh.com/dm/0025/12.m3u8'}]",,2.0,"热血,动漫,日漫",2022-01-22 20:10:38,2018
,1st Season 「第一特異宴 英霊限界大祭オリンピア」 サーヴァントが増え、深刻なリソース不足に陥ったカルデア。 その窮地を脱するために下された、最も過酷なオーダーとは… and more... 2nd Season Coming Soon,日本,岸诚二,788,http://TVA1.sinaimg.cn/large/0085VwIlgy1gu7ykbrm2pj61e01wsnd902.jpg,日语,Fate/Grand Carnival,"[{'name': '临时线路', 'url': '第01集$https://v2-mg04.kwaicdn.com/bs2/video_onVideo/media/2392639/123926392128526010633701_video/123926392128526010633701_0/23926392128517696639289_preview.mp4'}]",,3.0,"奇幻,搞笑,动漫,日漫",2022-01-22 20:10:51,2021
,是一部将校园和魔幻结合在一起的作品。而男主角搭配一堆美女妹子的设定也让人喜闻乐见。 住在湾岸城镇樱渊市的少年反田野良，在某个春日的上学途中，看到了一位美少女。这位名叫帕特莉西亚的少女乃是冥界的皇女，为了将野良等人所居住的地上生物灭绝而来。当天中午，野良由于某起事件而与帕特莉西亚接吻了。紧接着，野良的身体就变成了一只黑猫。由于帕特莉西亚所拥有的魔力，野良成为了她的眷属。数日后，野良终于可以变回人类的样子，但在那之后他又几次重复变成猫和恢复人形的过程。,日本,森井健史郎,316,http://tva1.sinaimg.cn/large/0085VwIlgy1gsneb7wkm4j60p80zkwj902.jpg,日语,野良与皇女与流浪猫之心,"[{'name': '主线路', 'url': '第01集$omofun-1de3dc823c573b66#第02集$omofun-e46ad12ecd04beb7#第03集$omofun-8e82265d0aeff27f#第04集$omofun-e63b94c512b79f6e#第05集$omofun-cd0d151b6e1d8d85#第06集$omofun-6682a102eccbc204#第07集$omofun-9494dd50c93b8710#第08集$omofun-ca0358a37a517092#第09集$omofun-dd5f096d856f5145#第10集$omofun-8e8801cfba2b0509#第11集$omofun-453dde30b625b658#第12集$https://yuncache.52e.cc/resources/omofun/20220313/8186f9c6b35b141a5a95cfdadaa0aabf46352c70.m3u8'}]",,4.0,"搞笑,奇幻,校园,动漫,日漫",2022-01-22 20:09:01,2017
,在剩余的世界上的六个月，我们重新加入RWBY团队在RWBY第4卷的首映式中。塞勒姆指派她的委员会并策划下一步行动。红宝石、黄玉、Nora和任恩在森林中与危险的新格斗作斗争。距离上次的劫难已经过数月，有人离去、有人归来。变得更加成熟有担当的的Ruby小组成员们将各自展开怎样的冒险？　　《RWBY》是一部原创网络动画。R、W、B、Y 分别是英语红白黑黄的首字母，代表的分别是四位女主角的主题色。由美国Rooster Teeth Productions动画工作室RWBY团队制作，作者兼导演为动画家Monty,美国,,1403,https://tva4.sinaimg.cn/mw2000/00858VDpgy1gz8pm0uytij30m90u0juu.jpg,英语,RWBY Season 4,"[{'name': '临时线路', 'url': '第01集$szg_1000139_0b53heaa2aaahaalpaqeqfrn2oodbu4qadka#第02集$szg_1000139_0b53cuabiaaaceak4pyeqrrn2fodcqkqafca#第03集$szg_1000139_0b53wqaaqaaaxqalfpqeqzrn3ngdbc2aacca#第04集$szg_1000139_0b53puabqaaaoeakezqerbrn27oddb6qagca#第05集$szg_1000139_0b53s4abeaaaguak4uaeqrrn3f6dcklqaesa#第06集$szg_1000139_0b537yaaqaaalaaljbiesjrn37wdbd7aacca#第07集$szg_1000139_0b53miaauaaazaalmdqesnrn2ywdbjraacsa#第08集$szg_1000139_0b537yaa2aaakmaldeyes5rn37wdbx7aadka#第09集$szg_1000139_0b53haackaaasaajrkaewbrn2ogdeu4aajka#第10集$szg_1000139_0b53vqaasaaaaaalidyetrrn3lgdbgwaacka#第11集$szg_1000139_0b53d4aauaaawaalpmyesrrn2h6dbipqacsa#第12集$szg_1000139_0b53kqaa2aaa4yalaxyet5rn2vgdbvkaadka'}]",,7.6,动作 / 动画 / 冒险,2022-03-27 21:30:18,2016
,这个世界的残余部分充满了可怕的怪物，一心想要毁灭人类。幸运的是，世界上的各个王国已经崛起，通过在地球上的学院训练强大的猎人和女猎人来对抗这些力量。露比-罗斯、魏斯-施奈、布莱克-贝拉多纳和杨小龙是四位正在接受训练的女猎人，她们的旅程将远远超出灯塔学院的范围。尽管每个人都很强大，但这四个女孩必须团结起来，作为一个团队工作，如果她们真的希望成为下一代的遗迹保护者。但是，当黑暗势力聚集起来要分裂和毁灭人类时，她们能在对方身边取得成功吗？,美国,,1404,https://tva1.sinaimg.cn/mw2000/00858VDpgy1gz8popi4k2j30kp0sgq6r.jpg,英语,RWBY Season 5,"[{'name': '临时线路', 'url': '第01集$szg_1000139_0b53zuabaaaapuancwqeqzrn3todcdgqaeca#第02集$szg_1000139_0b5334abcaaanmanb5qerzrn3x6dchpqaeka#第03集$szg_1000139_0b53baaauaaawaamxjiesrrn2cgdbieaacsa#第04集$szg_1000139_0b53qaaaoaaahmamnjqes5rn3agda6aaab2a#第05集$szg_1000139_0b53fiaasaaazeamw7ieqrrn2kwdbevaacka#第06集$szg_1000139_0b53tqaa2aaaouam6iyeqfrn3hgdbwoaadka#第07集$szg_1000139_0b53daaawaaa6qams5yesjrn2ggdbmmaac2a#第08集$szg_1000139_0b53qiaaeaaaoiamazyet5rn3awdakbaaasa#第09集$szg_1000139_0b53cuaauaaa3yamtpqesrrn2fodbikqacsa#第10集$szg_1000139_0b53qiaa4aaakmam3rieqnrn3awdb2baadsa#第11集$szg_1000139_0b53cyaauaaaz4amtpiesrrn2fwdbilaacsa#第12集$szg_1000139_0b53siaamaaaoeamlmieszrn3ewda2jaabsa#第13集$szg_1000139_0b53vaaciaaafuaoahievbrn3kgdesuaajca#第14集$szg_1000139_0b53dqaawaaaqmam64yesjrn2hgdbmoaac2a'}]",,7.1,动作 / 动画 / 冒险,2022-03-27 21:31:06,2017
,RWBY背景设定在一个类现代但是充满着超自然力量的世界“remnant”。,美国,,1405,https://tva4.sinaimg.cn/mw2000/00858VDpgy1gz8q6ijof4j31481kwdnr.jpg,英语,RWBY Season 6,"[{'name': '临时线路', 'url': '第01集$szg_1000139_0b53p4abeaaa2yantoieqrrn276dcj7qaesa#第02集$szg_1000139_0b53xyaa4aaacaaml7qeqnrn3pwdb27aadsa#第03集$szg_1000139_0b53nqaauaaa3aamdqaesrrn23gdbjwaacsa#第04集$szg_1000139_0b53neabkaaa2ean5tqetfrn22odcvuqafka#第05集$szg_1000139_0b53waaaoaaammann7yetzrn3mgda6yaab2a#第06集$szg_1000139_0b53gmabkaaa3yanxeqetfrn2m6dcuzqafka#第07集$szg_1000139_0b53jmaa2aaaxiamgryet5rn2s6dbvfqadka#第08集$szg_1000139_0b53xmaciaaajyaoudqevbrn3o6des5qajca#第09集$szg_1000139_0b53hyacmaaayqaorkaewnrn2pwdey7aajsa#第10集$szg_1000139_0b53smaasaaajmanqoaetrrn3e6dbgjqacka#第11集$szg_1000139_0b53p4aakaaaumanjmaesnrn276dav7qabka#第12集$szg_1000139_0b53qaaa4aaamaan6cqetnrn3agdb2aaadsa#第13集$szg_1000139_0b53juabcaaas4amfwaeq5rn2todcfgqaeka'}]",,7.1,动作 / 动画 / 冒险,2022-03-27 21:31:53,2018
,"Ruby, Weiss, Blake, Yang和她们的朋友们将知识圣器带到了Remnant最北边的Atlas王国。但是这个未来主义的城区和周围充满了Grimm的苔原潜藏着一样多的危险。在这里大家联合起来对抗Salem的势力，然而当不知道到底该信任谁的时候，这个联盟也走向了撕裂。",美国,,1406,https://tva3.sinaimg.cn/mw2000/00858VDpgy1gz8qawk13fj31e0230aqk.jpg,英语,RWBY Season 7,"[{'name': '临时线路', 'url': '第01集$szg_1000139_0b5334ackaaa7eapdkaewbrn3x6dexpqajka#第02集$szg_1000139_0b53uiaakaaaryanc2yesnrn3iwdawraabka#第03集$szg_1000139_0b53siaa2aaauiantgiet5rn3ewdbwjaadka#第04集$szg_1000139_0b53c4aasaaa6ian6rieqrrn2f6dbelqacka#第05集$szg_1000139_0b53siaa2aaapmanwkyeqfrn3ewdbwjaadka#第06集$szg_1000139_0b53ymabqaaaf4am5waerbrn3q6dddbqagca#第07集$szg_1000139_0b53y4aakaaag4anhwyerbrn3r6daxdqabka#第08集$szg_1000139_0b5334aaeaaawianwoaet5rn3x6dalpqaasa#第09集$szg_1000139_0b53oqaasaaaaqanbuaetrrn25gdbf2aacka#第10集$szg_1000139_0b53ouaasaaaaaanbuietrrn25odbf2qacka#第11集$szg_1000139_0b53mqacmaaadaap74qewnrn2zgdezsaajsa#第12集$szg_1000139_0b5344aciaaa6yapquqevbrn3z6dettqajca#第13集$szg_1000139_0b53oaacoaaamuapwayewjrn24gde5yaaj2a'}]",,7.6,剧情 / 动画,2022-03-27 21:32:36,2019
,二十一世纪，骑士正存在于现代世界。 在中世纪欧洲诞生的骑士团大多数被卷入近代化和国家之间的纠纷由此消失，至此仅剩下了唯一的骑士组织。 那便是现世骑士团。 从骑士团溜走的花房叶太郎，徘徊于市镇之际偶遇只身一人的少女·鬼堂院真绪。 见孤身生活的真绪，叶太郎决心在身边守护着她。 但那样的叶太郎却拥有着谁也不曾知晓的另一重身份，那便是“假面骑士·KnightLance”。　KnightLance因某些事情而将身份隐藏，与真绪过着平稳的生活。 但是，这个日常却突然被狠狠的打破。 而在这个事件的背后，有着对叶太郎来说,日本,イシグロキョウヘイ,162,http://TVA1.sinaimg.cn/large/0085VwIlgy1gsgbebaorbj60fk0m8acb02.jpg,日语,枪与假面舞会,"[{'name': '主线路', 'url': '第01集$omofun-6c9d2626e5c0e191#第02集$omofun-759f02f97e04dab3#第03集$omofun-224704b97f320c52#第04集$omofun-bd82eadfa2217714#第05集$omofun-dde4f722a79705ce#第06集$omofun-526fa2f0476cd60c#第07集$omofun-47dad3230bb93922#第08集$omofun-37d18c60fd6f42cf#第09集$omofun-dff68b1a543adb57#第10集$omofun-b96020fa551d552b#第11集$omofun-1f1d9b487bec655c#第12集$omofun-15d779a2cb7f5636'}]",,4.0,"奇幻,冒险,动漫,日漫",2022-01-22 20:08:25,2015
,最强蒙面选手:莱斯拉·卡莫纳面罩。 在角斗场的欢呼声中，结束与宿敌MAO的世界锦标赛现在终于打响了。本来应该… 比赛中突然从拳击台上被传唤到异世界的凯蒙娜面罩柴田源藏，被雅典娜公主宣告消灭魔王和邪恶魔兽。 但是热爱启物的源藏断然拒绝了委托！ “即使是魔兽，只要带着爱去接触，就不会轻易攻击人类！” 他的真正梦想是在鸡肉塞物的包围下经营宠物店。 源藏能在这个不同的世界，开始他辉煌的第二人生吗！？,日本,三浦和也,472,http://tva1.sinaimg.cn/large/0085VwIlgy1gt2blp5na8j61371jkth302.jpg,日语,旗扬！兽道,"[{'name': '主线路', 'url': '第01集$omofun-451f76f33529171c#第02集$omofun-4b3cb953467f2f2c#第03集$omofun-61bd642effd310a2#第04集$https://yuncache.52e.cc/resources/omofun/20220401/6150fdf76f04445000a1cec6b53eb52a2d170c5e.m3u8#第05集$omofun-e51da37f34918684#第06集$omofun-901e643e8d1bc37f#第07集$omofun-4ed2dd86cdecaaa6#第08集$omofun-abc13d012ad92758#第09集$omofun-db77bf591de1a867#第10集$omofun-a89d65ea1ad0e712#第11集$omofun-ce0b1c6d922317d5#第12集$omofun-d7df2a52492b4e42'}]",,7.0,"搞笑,奇幻,冒险,恋爱,动漫,日漫",2022-01-22 20:09:38,2019
,它的出现改变了战争的一切。 派遣到战场留学的学生，库温瑟，在整备基地遇见带着奇妙氛围的少女。人称“ELITE”的那名少女——正是“OBJECT”的驾驶员。 在不久的将来，这名微不足道的少年将会为了这名少女，以个人的血肉之躯对抗最强的武器“OBJECT”。 这次邂逅就是一切的开端——,日本,]渡部高志,717,http://tva1.sinaimg.cn/large/0085VwIlgy1gsgaqvy8prj60fk0m877602.jpg,日语,重装武器,"[{'name': '主线路', 'url': '第01集$omofun-925e4ccc7ff8f185#第02集$omofun-423cf9962e56cc92#第03集$omofun-d2b9ecd5374cb527#第04集$omofun-4210483002f0b74c#第05集$omofun-db0c4305bce4d5a4#第06集$omofun-a46179133b944077#第07集$omofun-82e65705d8f97b9c#第08集$omofun-65731c99b6735d46#第09集$omofun-8d513ca2029f2086#第10集$omofun-c6e1ef8c766f3af7#第11集$https://yuncache.52e.cc/resources/omofun/20220401/54dccaf43dd7bb8ed14ab37de074464253183804.m3u8#第12集$omofun-329ba919c268c6d5#第13集$omofun-9216e4220b2bd660#第14集$omofun-59d6c7025238c468#第15集$omofun-c64b17ae4741ed59#第16集$omofun-555a0630055d8078#第17集$omofun-2c50bebbec2aa6c1#第18集$omofun-0bc12411a53027cb#第19集$omofun-5a8d9e4afd90cc94#第20集$omofun-7e70b460d7ae7316#第21集$omofun-039c53b6d0cf4343#第22集$omofun-6133e64cbcca1501#第23集$omofun-10d53ed847541344#第24集$omofun-f96263bc9026f3d9'}]",,2.0,"搞笑,科幻,机战,战斗,动漫,日漫",2022-01-22 20:10:31,2015
,在热爱自由的高中生·纳村不道所转入的爱地共生学园，以护身为名武装起来的女生们正在对男生施行毫不留情的支配！ 男生在与女生“共生”的名义下，被“强制”要求舍弃男人身份而生活。纳村刚一转学过来，就引起统率学园的“天下五剑”之一、“鹿岛神传直心影流”的好手·鬼瓦轮的注意，并被当成新的“矫正”对象，受到一决胜负的挑战……。 以“无手”对抗武装少女们，追求自由的纳村不道的命运将会！？,日本,橘秀樹,286,http://tva1.sinaimg.cn/large/0085VwIlgy1gsk09p407yj60jw0sgtfr02.jpg,日语,武装少女 Machiavellism,"[{'name': '主线路', 'url': '第01集$omofun-ca2874dab82db3b6#第02集$omofun-27be621bd1fac903#第03集$omofun-19b1033277408da4#第04集$omofun-0bd577ee73f5aae4#第05集$omofun-b45d01408925f46e#第06集$omofun-4d21074e73a52694#第07集$omofun-9758b3b24a1e08a0#第08集$omofun-c37e49b86cf92d8a#第09集$omofun-df8dc0e45546555a#第10集$omofun-7e2a7b921c21f960#第11集$omofun-49ec6a3632bdaaf9#第12集$omofun-47fe0a662b0400ec#第13集$omofun-92836b9e22a72101'}]",,1.0,"校园,战斗,动漫,日漫",2022-01-22 20:08:56,2017
,本作讲述了美军在非洲战场上俘虏到传说中不死的神兵，从此人类称呼这种跟自己长得一模一样却又不会死亡的生物叫做“亚人”。亚人不会因为任何因素死亡，因此只能通过“死过一次”来分辨。普通的高中生永井圭在放学途中被卡车意外撞死，却又马上复活。于是成为“日本国内第3个亚人”的他，从此被投以高额悬赏。不想成为实验动物的他，便与好朋友海斗，展开了浪迹天涯的旅行。,日本,濑下宽之,268,http://tva1.sinaimg.cn/large/0085VwIlgy1gsju74cakej60jn0rsjuk02.jpg,日语,亚人 第二季,"[{'name': '主线路', 'url': '第01集$omofun-8a650b8f84627da7#第02集$omofun-31a58b7dbea751ee#第03集$omofun-bfe47de3aaf84343#第04集$omofun-e95cc7ba70f18da4#第05集$omofun-fd6f95ad1dbef2af#第06集$omofun-ae6572d7ee6688ad#第07集$omofun-bae21e201628bcbb#第08集$omofun-4257944e97e6b8a1#第09集$omofun-3de3989c7c52decf#第10集$omofun-54ff0a26af53ea0c#第11集$omofun-b2da3faceedd1708#第12集$omofun-02164099d8ec8896#第13集$omofun-d7feec22890122b4'}]",,9.0,"科幻,冒险,动漫,日漫",2022-01-22 20:08:51,2016
,平静的风吹过美丽的大地——阿斯特莱亚大陆。在大陆的某个角落，失去记忆的少年佑树醒了过来。照顾他的小小指引者可可萝。总是饿肚子的美少女剑士佩可莉姆。有一点冷酷的猫耳魔法少女凯露。在命运的指引下，他们创立了名为“美食殿堂”的公会。现在，佑树和她们的冒险揭幕了。,日本,金崎贵臣,589,http://tva1.sinaimg.cn/large/0085VwIlgy1gt830s4flmj60fy0m811e02.jpg,日语,公主连结！Re:Dive,"[{'name': '主线路', 'url': '第01集$omofun-6c9725d3a0be4125#第02集$omofun-132710e37bc08621#第03集$omofun-0040e162a54d1ea4#第04集$omofun-b896432f2c198a1f#第05集$omofun-084f894da7003e36#第06集$omofun-ec69c39b2536b616#第07集$omofun-0c12fc1822dce20b#第08集$omofun-8b24d3209ae1026f#第09集$omofun-0d75b10735908bfc#第10集$omofun-66171f4d18da7eda#第11集$omofun-c669357b57f2539d#第12集$omofun-4751cea66bdb1989#第13集$omofun-43b9047637fc3728'}]",,9.0,"搞笑,奇幻,冒险,动漫,日漫",2022-01-22 20:10:05,2020
,“喜欢的人的事情，我全部都想知道！” 高中二年生栗原雪，对比自己小一岁的后辈·桃月心也一见钟情。在从远处偷拍到他的身影的“桃君的写真合集”达到100张时，栗原决心向他告白。两人开始以恋人的身份交往，但栗原依然偷拍着桃月的身影，收集他碰过的东西，行动显得有点奇怪……？ 笨拙的两人所展开的，一根筋而又残念的轻松恋爱喜剧。,日本,平池芳正,188,http://tva1.sinaimg.cn/large/0085VwIlgy1gshuywkukxj60bv0goacw02.jpg,日语,小桃小栗 Love Love物语,"[{'name': '主线路', 'url': '第01集$omofun-6cd8b71546bd85e1#第02集$omofun-4ad31d3a7af9304f#第03集$omofun-ef4fbdff7d8713f9#第04集$omofun-cca63edb86c85f27#第05集$omofun-e939e6a7b4428c4f#第06集$omofun-0e90fd9bc2427b2b#第07集$omofun-fb406b2337aca4c0#第08集$omofun-690417839ab95ccf#第09集$omofun-1bf973cfa1b6c0a0#第10集$omofun-0e0f9c6da06eb67c#第11集$omofun-01a68b916508b45f#第12集$omofun-3dee3d2628475b69#第13集$omofun-4fe1642b2ccd059b'}]",,3.0,"校园,治愈,恋爱,动漫,日漫",2022-01-22 20:08:30,2016
,良家子女聚集的名门学校，私立百花王学园。君临这所被赌博所支配的学园顶点的是，支配弱者的人生、甚至对政界财界都拥有影响力的绝对支配者，学生会。然而，学生会长桃喰绮罗莉，突然宣言了学生会的解散及总选举。 选举的规则是一人一票。全体学生都被给予了登上学园顶点的机会。这是追求混沌与愉悦的绮罗莉一念之下带来的选举战。不止如此，与此同时新的威胁也随之而来。那就是，百喰一族——绮罗莉与梦子也位列其中的人们。蛇喰梦子以及与她有着深厚友情的铃井凉太、早乙女芽亚里、皇伊月这4人，在这次策划的总选举中，即将展开赌上各自信念的战,日本,林祐一郎,330,http://tva1.sinaimg.cn/large/0085VwIlgy1gt2nbti94oj60fc0m8whm02.jpg,日语,狂赌之渊,"[{'name': '主线路', 'url': '第01集$omofun-100e4dfec566f178#第02集$omofun-301fb3f55b7afda6#第03集$omofun-b95729dd26a27e64#第04集$omofun-439bf80e21f6efa5#第05集$omofun-93f16c588ad99787#第06集$omofun-d45cb04ef53f332a#第07集$omofun-7c1d8dbb019a8924#第08集$omofun-6c02f2d6dfae653a#第09集$omofun-6882c494abbef62c#第10集$omofun-ab0d09309358df02#第11集$omofun-c37a23af458beec8#第12集$omofun-cc1aabcd5b794329'}]",,10.0,"战斗,校园,动漫,日漫",2022-01-22 20:09:05,2019
,今天开始我就是狙击手……!?日常被夺走，肢体上装备名为“LBX Unit”的战术兵器的5名少女——“装甲娘”。这些被选中成为转移者的少女们的使命，是对横跨多元世界不断侵蚀、增殖的金属生命体·米梅西斯进行扫荡及歼灭。跨越时空被强加的佣兵生活，那就是得以窥见世界「希望」与「绝望」、赌上性命的修学旅行！,日本,元永庆太郎,628,http://tva1.sinaimg.cn/large/0085VwIlgy1gt873sa6xkj60de0ixdig02.jpg,日语,装甲娘战机,"[{'name': '主线路', 'url': '第01集$omofun-4431e67bfbeac14c#第02集$omofun-1d3dba4b957383aa#第03集$omofun-cc9ff67f94a23ea4#第04集$omofun-b37f9746820fa024#第05集$omofun-b7c204427fa96480#第06集$omofun-a65cd84913de5a63#第07集$omofun-d948566c2d262bf6#第08集$omofun-dc159ceabcff3ade#第09集$omofun-dfc18874525126ba#第10集$omofun-ca841bb74bdcce65#第11集$omofun-5d3a83abeec74e36#第12集$omofun-5a0bccbb46e1dd9d'}]",,8.0,"科幻,战斗,动漫,日漫",2022-01-22 20:10:14,2021
,住在某地方都市的少女们， 举行了某个仪式。 她们是“矿石收音机研究会”。 那是性格开朗的女孩子土宫明日架， 与同所高中的朋友们所成立的社团。 这个仅仅只是充满了都市传说味道的仪式， 却在数种条件偶然重合之下， 演变成了无法一笑了之的事态——。,日本,玉村仁,395,http://tva1.sinaimg.cn/large/0085VwIlgy1gsqs9ne2pij61fe20p4cl02.jpg,日语,茜色少女,"[{'name': '主线路', 'url': '第01集$omofun-862306b57077cac4#第02集$omofun-e2c6e00cfc6e1c1a#第03集$omofun-14d107287d971699#第04集$omofun-f6dd4da1319f63fd#第05集$omofun-55f9572f0079e667#第06集$omofun-30d1fe436a48871a#第07集$omofun-5feabc61e0e78373#第08集$omofun-2524b641e34d849f#第09集$omofun-4c31383d771217e3#第10集$omofun-9ecac216c9b49acd#第11集$omofun-6aaf126b63658570#第12集$omofun-b15f913da747a28f'}]",,9.0,"奇幻,战斗,动漫,日漫",2022-01-22 20:09:20,2018
,这是个只有学历才能决定一个人的价值的世界。学力测验的合格，就意味着人生的成功。人们从幼小的时候就开始接受筛选，而只有优秀的人 才能得到幸福。在测验落选的人等着他们的，只有惨烈的人生。但是，虽然不会读书但就这样甘愿的接受不幸人生的人 是一个也没有的。为了让测验合格并留下优秀的成绩，人们可说是 不择手段。除了一定会有的作弊行为外，为了比他人取得更优秀的成绩 也有人在测验中进行妨害的行为。不知道从何时开始，变成只会读书的话是不可能合格的状况 测验的会场也变成了战场。 重视学力的L型人类（学习型）以及磨练作弊技巧,日本,元永庆太郎,190,http://tva1.sinaimg.cn/large/0085VwIlgy1gsins40o44j60le0u0tci02.jpg,日语,一课一练,"[{'name': '主线路', 'url': '第01集$omofun-5b33383dfbe8df2b#第02集$omofun-4bae0c41fc585780#第03集$omofun-7fd8c2b422adde3f#第04集$omofun-06de22e11b681826#第05集$omofun-828e1c06c79799ba#第06集$omofun-a3283c5004bd5826#第07集$omofun-745c5536d6383774#第08集$omofun-37e5a2fb9cca250b#第09集$omofun-db0330b3f25c545e#第10集$omofun-033e0eb13adf3cf4#第11集$omofun-9fae5de54383755a#第12集$omofun-9509140da60b92d3'}]",,9.0,"搞笑,校园,动漫,日漫",2022-01-22 20:08:30,2016
,七个具有生命的人偶，七个美丽夺目的少女，她们已经超越人偶的存在，拥有不变的容颜，强大的力量。但却没有一个是父亲心里最完美的爱丽丝。痛苦的罗真消身匿迹，留下的蔷薇少女们。为了见到父亲，为了得到父亲的爱，她们坚信只要将姐妹体内的蔷薇圣母聚集到一起，便可以进化成为爱丽丝。罗真制造的七个蔷薇少女的传说，最终演变成一场她们自相残杀的战斗，但是这场战斗有个美丽的名字——Alice Game。就这样作为唯一的梦想，唯一活着的理由，她们不断觉醒又不断沉睡，与不同人缔结契约，在N之梦境中不断寻找姐妹战斗。,日本,,1650,https://tva3.sinaimg.cn/mw690/0082dDRogy1h1oq67xbovj30j40rsdjt.jpg,日语,蔷薇少女 第二季 梦之终结,"[{'name': '主线路', 'url': '第01集$omofun-346de026d8409c0a#第02集$omofun-fcf67d81a12d7dfb#第03集$omofun-ed304268b7878060#第04集$omofun-ee0ffdcd3872456c#第05集$omofun-aba949c6604f62f4#第06集$omofun-0cb0d90be184ca0f#第07集$omofun-f398e2fa6f5630a7#第08集$omofun-880cb045dbf78d0d#第09集$omofun-ab584b340875d54d#第10集$omofun-c9ed1829a57bd1d1#第11集$omofun-bd773b13da68bb7b#第12集$omofun-2bcae72d2ceadc57'}]",,8.2,"奇幻,萝莉,日本动漫",2022-04-28 00:07:16,2005
,故事发生在位于千叶县的立总北高中内，小野田坂道（山下大辉 配音）是一名彻头彻尾的御宅族，沉迷于二次元文化之中。在小野田的整个初中时代，他都没有能够找到志同道合的同好，因此他做出了一个决定，那就是一定要在高中加入动漫社。哪知道动漫社因为人员不足而解散了，这让小野田好不容易燃起的斗智宛如浇了一盆冷水。　　一次偶然中，小野田骑着自行车爬坡的姿态被骑行社的今泉俊辅（鸟海浩辅 配音）看到了，今泉是一位经验非常丰富的自行车运动员，从初中时代起就开始参加各类比赛，在小野田的身上，今泉看到了过人的骑行天赋，于是决,日本,,1680,https://tva4.sinaimg.cn/mw690/0082dDRogy1h1ruixgo2aj30u0167dpl.jpg,日语,飙速宅男 NEW GENERATION,"[{'name': '主线路', 'url': '第01集$omofun-6f2d6bdea108c1ff#第02集$omofun-4e7b2626ea36fcb7#第03集$omofun-287c10f3ace4ffbd#第04集$omofun-90a06f6eda21062f#第05集$omofun-891813da85249950#第06集$omofun-df6fca52e325bd7d#第07集$omofun-c1c1e4a9f274d5b7#第08集$omofun-6d9f1520aa4cc611#第09集$omofun-b2636928a391e6d8#第10集$omofun-a0cda24cad17081b#第11集$omofun-27e38528b37aa247#第12集$omofun-c21cc3a84ef19254#第13集$omofun-e72c2d88a2326368#第14集$omofun-3250510350f420c1#第15集$omofun-49dcf420f33fccd3#第16集$omofun-007322d31d0381a6#第17集$omofun-d06a3742f6c82895#第18集$omofun-7df2457cab5de3d2#第19集$omofun-bba22bd32fa252a9#第20集$omofun-eb8b5bbb551e3d16#第21集$omofun-80e2243f43d68222#第22集$omofun-3d325cf4c7cadd46#第23集$omofun-572d46e5035915c9#第24集$omofun-52efd2225e466654#第25集$omofun-ff97984c1712d80e#第26集$omofun-877f1af493f0c6b9'}]",,7.8,动画 / 运动,2022-04-30 16:51:50,2017
